cik,symbol,sector,sub_industry,date,year,accession,primary_doc,path
0000010795,BDX,Health Care,Health Care Equipment,2024-11-27,2024,0000010795-24-000084,bdx-20240930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010795\000001079524000084\bdx-20240930.htm
0000010795,BDX,Health Care,Health Care Equipment,2023-11-21,2023,0000010795-23-000098,bdx-20230930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010795\000001079523000098\bdx-20230930.htm
0000010795,BDX,Health Care,Health Care Equipment,2022-11-22,2022,0001628280-22-030686,bdx-20220930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010795\000162828022030686\bdx-20220930.htm
0000010795,BDX,Health Care,Health Care Equipment,2021-11-24,2021,0000010795-21-000091,bdx-20210930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010795\000001079521000091\bdx-20210930.htm
0000010795,BDX,Health Care,Health Care Equipment,2020-11-25,2020,0000010795-20-000055,bdx-20200930.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000010795\000001079520000055\bdx-20200930.htm
0001067983,BRK.B,Financials,Multi-Sector Holdings,2026-03-02,2026,0001193125-26-083899,brka-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001067983\000119312526083899\brka-20251231.htm
0001067983,BRK.B,Financials,Multi-Sector Holdings,2025-02-24,2025,0000950170-25-025210,brka-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001067983\000095017025025210\brka-20241231.htm
0001067983,BRK.B,Financials,Multi-Sector Holdings,2024-02-26,2024,0000950170-24-019719,brka-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001067983\000095017024019719\brka-20231231.htm
0001067983,BRK.B,Financials,Multi-Sector Holdings,2023-02-27,2023,0000950170-23-004451,brka-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001067983\000095017023004451\brka-20221231.htm
0001067983,BRK.B,Financials,Multi-Sector Holdings,2022-02-28,2022,0001564590-22-007322,brka-10k_20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001067983\000156459022007322\brka-10k_20211231.htm
0001067983,BRK.B,Financials,Multi-Sector Holdings,2021-03-01,2021,0001564590-21-009611,brka-10k_20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001067983\000156459021009611\brka-10k_20201231.htm
0000764478,BBY,Consumer Discretionary,Computer & Electronics Retail,2026-03-18,2026,0000764478-26-000009,bby-20260131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000764478\000076447826000009\bby-20260131.htm
0000764478,BBY,Consumer Discretionary,Computer & Electronics Retail,2025-03-19,2025,0000764478-25-000007,bby-20250201x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000764478\000076447825000007\bby-20250201x10k.htm
0000764478,BBY,Consumer Discretionary,Computer & Electronics Retail,2024-03-15,2024,0000764478-24-000010,bby-20240203x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000764478\000076447824000010\bby-20240203x10k.htm
0000764478,BBY,Consumer Discretionary,Computer & Electronics Retail,2023-03-17,2023,0000764478-23-000006,bby-20230128x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000764478\000076447823000006\bby-20230128x10k.htm
0000764478,BBY,Consumer Discretionary,Computer & Electronics Retail,2022-03-18,2022,0000764478-22-000008,bby-20220129x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000764478\000076447822000008\bby-20220129x10k.htm
0000764478,BBY,Consumer Discretionary,Computer & Electronics Retail,2021-03-19,2021,0000764478-21-000024,bby-20210130x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000764478\000076447821000024\bby-20210130x10k.htm
0000842023,TECH,Health Care,Life Sciences Tools & Services,2025-08-22,2025,0001558370-25-011716,tech-20250630x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000842023\000155837025011716\tech-20250630x10k.htm
0000842023,TECH,Health Care,Life Sciences Tools & Services,2024-08-22,2024,0001558370-24-012430,tech-20240630x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000842023\000155837024012430\tech-20240630x10k.htm
0000842023,TECH,Health Care,Life Sciences Tools & Services,2023-08-23,2023,0001558370-23-015226,tmb-20230630x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000842023\000155837023015226\tmb-20230630x10k.htm
0000842023,TECH,Health Care,Life Sciences Tools & Services,2022-08-24,2022,0001558370-22-013935,tmb-20220630x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000842023\000155837022013935\tmb-20220630x10k.htm
0000842023,TECH,Health Care,Life Sciences Tools & Services,2021-08-25,2021,0001437749-21-020980,tech20200630b_10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000842023\000143774921020980\tech20200630b_10k.htm
0000842023,TECH,Health Care,Life Sciences Tools & Services,2020-08-26,2020,0001437749-20-018754,tech20200630_10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000842023\000143774920018754\tech20200630_10k.htm
0000875045,BIIB,Health Care,Biotechnology,2026-02-06,2026,0000875045-26-000013,biib-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000875045\000087504526000013\biib-20251231.htm
0000875045,BIIB,Health Care,Biotechnology,2025-02-12,2025,0000875045-25-000009,biib-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000875045\000087504525000009\biib-20241231.htm
0000875045,BIIB,Health Care,Biotechnology,2024-02-14,2024,0000875045-24-000009,biib-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000875045\000087504524000009\biib-20231231.htm
0000875045,BIIB,Health Care,Biotechnology,2023-02-15,2023,0000875045-23-000009,biib-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000875045\000087504523000009\biib-20221231.htm
0000875045,BIIB,Health Care,Biotechnology,2022-02-03,2022,0000875045-22-000007,biib-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000875045\000087504522000007\biib-20211231.htm
0000875045,BIIB,Health Care,Biotechnology,2021-02-03,2021,0000875045-21-000010,biib-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000875045\000087504521000010\biib-20201231.htm
0002012383,BLK,Financials,Asset Management & Custody Banks,2026-02-25,2026,0001193125-26-071966,blk-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0002012383\000119312526071966\blk-20251231.htm
0001393818,BX,Financials,Asset Management & Custody Banks,2026-02-27,2026,0001193125-26-082531,d48618d10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001393818\000119312526082531\d48618d10k.htm
0001393818,BX,Financials,Asset Management & Custody Banks,2025-02-28,2025,0001193125-25-042469,d912273d10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001393818\000119312525042469\d912273d10k.htm
0001393818,BX,Financials,Asset Management & Custody Banks,2024-02-23,2024,0001193125-24-044485,d734131d10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001393818\000119312524044485\d734131d10k.htm
0001393818,BX,Financials,Asset Management & Custody Banks,2023-02-24,2023,0001193125-23-048733,d459795d10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001393818\000119312523048733\d459795d10k.htm
0001393818,BX,Financials,Asset Management & Custody Banks,2022-02-25,2022,0001193125-22-054433,d299999d10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001393818\000119312522054433\d299999d10k.htm
0001393818,BX,Financials,Asset Management & Custody Banks,2021-02-26,2021,0001193125-21-060361,d105584d10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001393818\000119312521060361\d105584d10k.htm
0001512673,XYZ,Financials,Transaction & Payment Processing Services,2026-02-26,2026,0001628280-26-012254,xyz-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001512673\000162828026012254\xyz-20251231.htm
0001512673,XYZ,Financials,Transaction & Payment Processing Services,2025-02-24,2025,0001628280-25-007376,sq-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001512673\000162828025007376\sq-20241231.htm
0001512673,XYZ,Financials,Transaction & Payment Processing Services,2024-02-22,2024,0001628280-24-006354,sq-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001512673\000162828024006354\sq-20231231.htm
0001512673,XYZ,Financials,Transaction & Payment Processing Services,2023-02-23,2023,0001628280-23-004840,sq-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001512673\000162828023004840\sq-20221231.htm
0001512673,XYZ,Financials,Transaction & Payment Processing Services,2022-02-24,2022,0001628280-22-003825,sq-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001512673\000162828022003825\sq-20211231.htm
0001512673,XYZ,Financials,Transaction & Payment Processing Services,2021-02-23,2021,0001512673-21-000008,sq-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001512673\000151267321000008\sq-20201231.htm
0001390777,BK,Financials,Asset Management & Custody Banks,2026-02-25,2026,0001390777-26-000033,bk-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001390777\000139077726000033\bk-20251231.htm
0001390777,BK,Financials,Asset Management & Custody Banks,2025-02-27,2025,0001390777-25-000046,bk-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001390777\000139077725000046\bk-20241231.htm
0001390777,BK,Financials,Asset Management & Custody Banks,2024-02-28,2024,0001390777-24-000051,bk-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001390777\000139077724000051\bk-20231231.htm
0001390777,BK,Financials,Asset Management & Custody Banks,2023-02-27,2023,0001390777-23-000033,bk-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001390777\000139077723000033\bk-20221231.htm
0001390777,BK,Financials,Asset Management & Custody Banks,2022-02-25,2022,0001390777-22-000043,bk-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001390777\000139077722000043\bk-20211231.htm
0000012927,BA,Industrials,Aerospace & Defense,2026-01-30,2026,0001628280-26-004357,ba-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000012927\000162828026004357\ba-20251231.htm
0000012927,BA,Industrials,Aerospace & Defense,2025-02-03,2025,0000012927-25-000015,ba-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000012927\000001292725000015\ba-20241231.htm
0000012927,BA,Industrials,Aerospace & Defense,2024-01-31,2024,0000012927-24-000010,ba-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000012927\000001292724000010\ba-20231231.htm
0000012927,BA,Industrials,Aerospace & Defense,2023-01-27,2023,0000012927-23-000007,ba-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000012927\000001292723000007\ba-20221231.htm
0000012927,BA,Industrials,Aerospace & Defense,2022-01-31,2022,0000012927-22-000010,ba-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000012927\000001292722000010\ba-20211231.htm
0000012927,BA,Industrials,Aerospace & Defense,2021-02-01,2021,0000012927-21-000011,ba-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000012927\000001292721000011\ba-20201231.htm
0001075531,BKNG,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-02-18,2026,0001075531-26-000009,bkng-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001075531\000107553126000009\bkng-20251231.htm
0001075531,BKNG,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-02-20,2025,0001075531-25-000010,bkng-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001075531\000107553125000010\bkng-20241231.htm
0001075531,BKNG,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2024-02-22,2024,0001075531-24-000014,bkng-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001075531\000107553124000014\bkng-20231231.htm
0001075531,BKNG,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2023-02-23,2023,0001075531-23-000016,bkng-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001075531\000107553123000016\bkng-20221231.htm
0001075531,BKNG,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2022-02-23,2022,0001075531-22-000008,bkng-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001075531\000107553122000008\bkng-20211231.htm
0001075531,BKNG,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2021-02-24,2021,0001075531-21-000019,bkng-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001075531\000107553121000019\bkng-20201231.htm
0000885725,BSX,Health Care,Health Care Equipment,2026-02-17,2026,0000885725-26-000010,bsx-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000885725\000088572526000010\bsx-20251231.htm
0000885725,BSX,Health Care,Health Care Equipment,2025-02-18,2025,0000885725-25-000011,bsx-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000885725\000088572525000011\bsx-20241231.htm
